fantrax_id,player_name,team,team_code,position,has_sofascore_match,sofascore_id,sofascore_name
05o4c,Timothy Castagne,FUL,FUL,D,True,329417.0,Timothy Castagne
04rha,Jason Steele,BHA,BHA,G,False,,
06f81,Edson Alvarez,WHU,WHU,M,False,,
06roj,Chido Obi-Martin,MUN,MUN,F,False,,
06xzc,Stefanos Tzimas,BHA,BHA,F,False,,
0703c,Nordi Mukiele,SUN,SUN,D,False,,
06nv3,Filip Jørgensen,CHE,CHE,G,False,,
06uyd,Diego Coppola,BHA,BHA,D,False,,
05a6d,Tariq Lamptey,BHA,BHA,D,False,,
068sd,Jakub Kiwior,ARS,ARS,D,True,976037.0,Jakub Kiwior
06v0d,Anthony Patterson,SUN,SUN,G,False,,
06kqy,Ayden Heaven,MUN,MUN,D,False,,
06y26,Olivier Boscagli,BHA,BHA,D,False,,
06hze,Treymaurice Nyoni,LIV,LIV,M,False,,
063c2,Gabriel Slonina,CHE,CHE,G,False,,
03ek4,Patrick Bamford,LEE,LEE,F,False,,
06r6s,Antonin Kinsky,TOT,TOT,G,False,,
03brm,Patrick Roberts,SUN,SUN,M,False,,
04gw7,Jadon Sancho,MUN,MUN,M,True,851100.0,Jadon Sancho
05oz4,Karl Hein,ARS,ARS,G,False,,
03sbh,Enes Unal,BOU,BOU,F,True,336655.0,Enes Ünal
06fy7,Nicolas Dominguez,NOT,NFO,M,True,871765.0,Nicolás Domínguez
04sft,Yves Bissouma,TOT,TOT,M,True,844842.0,Yves Bissouma
06kyw,Claudio Echeverri,MCI,MCI,M,False,,
06exa,Matheus Franca,CRY,CRY,F,True,1116593.0,Matheus França
06804,Benoit Badiashile,CHE,CHE,D,True,904827.0,Benoît Badiashile
05tre,Vitaly Janelt,BRF,BRF,M,False,,
06ys4,Sverre Nypan,MCI,MCI,M,False,,
062cw,Stefan Ortega,MCI,MCI,G,False,,
06ygm,Jair Paula da Cunha Filho,NOT,NFO,D,False,,
06635,Oliver Scarles,WHU,WHU,D,False,,
04vy4,Mark Travers,EVE,EVE,G,False,,
06v0y,Luka Vuskovic,TOT,TOT,D,False,,
06p4l,Julian Araujo,BOU,BOU,D,False,,
062ot,Cheick Doucoure,CRY,CRY,M,True,906047.0,Cheick Doucouré
04mqv,Emerson,WHU,WHU,D,False,,
06l4i,Tyrique George,CHE,CHE,F,False,,
068a1,Mykhailo Mudryk,CHE,CHE,M,True,958966.0,Mykhaylo Mudryk
05yct,Nathan Patterson,EVE,EVE,D,True,1020141.0,Nathan Patterson
06uzn,Lucas Pires,BUR,BUR,D,False,,
06v6m,Max Weiß,BUR,BUR,G,False,,
04ge6,Joe Willock,NEW,NEW,M,True,888550.0,Joe Willock
062p0,Stefan Bajcetic,LIV,LIV,M,True,1142636.0,Stefan Bajčetić
02lpf,Ross Barkley,AVL,AVL,M,False,,
06mrz,Pedro Lima,WOL,WOL,D,False,,
05g4d,Dennis Cirkin,SUN,SUN,D,False,,
06mgp,Luis Guilherme,WHU,WHU,M,False,,
03xrs,Axel Tuanzebe,BUR,BUR,D,False,,
05mxa,Joel Veltman,BHA,BHA,D,False,,
06v0j,Dan Neil,SUN,SUN,M,False,,
06uns,Tom Watson,BHA,BHA,F,False,,
03dwz,Tom Heaton,MUN,MUN,G,False,,
06yb8,Diego León,MUN,MUN,D,False,,
0687b,Alex Moreno,AVL,AVL,D,False,,
043c1,Oleksandr Zinchenko,ARS,ARS,D,True,287643.0,Oleksandr Zinchenko
05uel,Kristoffer Ajer,BRF,BRF,D,False,,
0649i,Antony,MUN,MUN,M,True,958380.0,Antony
06onv,Harrison Armstrong,EVE,EVE,M,False,,
06dmn,George Earthy,WHU,WHU,M,False,,
02xtd,Sam Johnstone,WOL,WOL,G,False,,
06dqv,Luca Koleosho,BUR,BUR,M,True,1216282.0,Luca Koleosho
04ml6,Konstantinos Mavropanos,WHU,WHU,D,False,,
02lv9,James Milner,BHA,BHA,M,True,791.0,James Milner
05w9q,Odsonne Edouard,CRY,CRY,F,True,795228.0,Odsonne Édouard
05n0a,Wes Foderingham,WHU,WHU,G,False,,
045yy,Arthur Masuaku,SUN,SUN,D,False,,
06v04,Armin Pécsi,LIV,LIV,G,False,,
06l2r,Harry Amass,MUN,MUN,D,False,,
06fwx,Santiago Bueno,WOL,WOL,D,True,846308.0,Santiago Bueno
06uzv,Dario Essugo,CHE,CHE,M,False,,
02lpl,Seamus Coleman,EVE,EVE,D,True,76632.0,Séamus Coleman
02oo1,Ben Davies,TOT,TOT,D,True,94758.0,Ben Davies
06ime,Radu Dragusin,TOT,TOT,D,True,997103.0,Radu Drăguşin
06r9v,Andres García,AVL,AVL,D,False,,
06zxx,Divine Mukasa,MCI,MCI,M,False,,
05afj,Largie Ramazani,LEE,LEE,F,False,,
04azm,Connor Roberts,BUR,BUR,D,True,804613.0,Connor Roberts
056ir,Adam Webster,BHA,BHA,D,False,,
06eka,Igor Julio,BHA,BHA,D,False,,
06nvc,Asher Agbinone,CRY,CRY,M,False,,
04qos,Issa Diop,FUL,FUL,D,True,825719.0,Issa Diop
05uh9,Bryan Gil,TOT,TOT,F,True,910026.0,Bryan Gil
05vyc,Aaron Ramsey,BUR,BUR,M,True,1000142.0,Aaron Ramsey
06r7f,Julio Soler,BOU,BOU,D,False,,
06jfe,Hakon Valdimarsson,BRF,BRF,G,False,,
03m5i,Freddie Woodman,LIV,LIV,G,False,,
06mx2,Carlos Miguel,NOT,NFO,G,False,,
06442,Zach Abbott,NOT,NFO,D,False,,
06xze,Walter Benítez,CRY,CRY,G,False,,
05xtq,Matthew Cox,BRF,BRF,G,False,,
05r4r,Sam Greenwood,LEE,LEE,F,False,,
05746,Emil Krafth,NEW,NEW,D,True,150396.0,Emil Krafth
06do1,Zach Marsh,CRY,CRY,F,False,,
06few,Youssef Chermiti,EVE,EVE,F,True,1145627.0,Youssef Chermiti
06pig,Morato,NOT,NFO,D,False,,
06zrt,Will Wright,LIV,LIV,F,False,,
02lo6,Daniel Bentley,WOL,WOL,G,False,,
044i7,Angus Gunn,NOT,NFO,G,False,,
06v0e,Blondy Nna Noukeu,SUN,SUN,G,False,,
06zc0,Seung-Soo Park,NEW,NEW,F,False,,
05r4h,Lamare Bogarde,AVL,AVL,D,False,,
06y28,Sebastiaan Bornauw,LEE,LEE,D,False,,
02t1k,Nathaniel Clyne,CRY,CRY,D,True,43215.0,Nathaniel Clyne
064op,Tyler Fredricson,MUN,MUN,D,False,,
05n03,Kalvin Phillips,MCI,MCI,M,False,,
037mt,Harrison Reed,FUL,FUL,M,True,365802.0,Harrison Reed
06mnn,Chadi Riad,CRY,CRY,D,False,,
05x9k,Jeremy Sarmiento,BHA,BHA,M,False,,
05nip,Dane Scarlett,TOT,TOT,F,True,998772.0,Dane Scarlett
05wwd,Joshua Wilson-Esbrand,MCI,MCI,D,False,,
06dn2,Zeki Amdouni,BUR,BUR,F,True,990550.0,Zeki Amdouni
04gyd,Brandon Austin,TOT,TOT,G,False,,
02ls8,Marcus Bettinelli,MCI,MCI,G,False,,
04f67,Philip Billing,BOU,BOU,M,True,548660.0,Philip Billing
056as,William Dennis,BOU,BOU,G,False,,
06xzb,Romelle Donovan,BRF,BRF,M,False,,
06fwo,Enso Gonzalez,WOL,WOL,F,True,1402232.0,Enso González
06zbw,Benjamin Lecomte,FUL,FUL,G,False,,
033l8,Simon Moore,SUN,SUN,G,False,,
06ewy,Alex Murphy,NEW,NEW,D,True,1125214.0,Alex Murphy
05o8k,Fabio Silva,WOL,WOL,F,True,954076.0,Fábio Silva
061z3,Fabio Vieira,ARS,ARS,M,True,904835.0,Fábio Vieira
06v0v,Milan Aleksic,SUN,SUN,F,False,,
05ogg,Ajibola Alese,SUN,SUN,D,False,,
06uzr,Jaydon Banel,BUR,BUR,F,False,,
03dxr,Ashley Barnes,BUR,BUR,F,False,,
06clx,Jordan Beyer,BUR,BUR,D,True,927175.0,Jordan Beyer
04qr0,Willy Boly,NOT,NFO,D,True,139310.0,Willy Boly
05w90,Maxwel Cornet,WHU,WHU,F,False,,
062du,Darko Gyabi,LEE,LEE,M,False,,
06mnb,Samuel Iling-Junior,AVL,AVL,F,False,,
06492,Sasa Kalajdzic,WOL,WOL,F,True,870038.0,Saša Kalajdžić
06zrq,Wellity Lucky,LIV,LIV,D,False,,
06rpm,Mateus Mané,WOL,WOL,F,False,,
06phr,Gustavo Nunes,BRF,BRF,F,False,,
066iz,Lewis Orford,WHU,WHU,M,False,,
05rjn,Jesurun Rak-Sakyi,CRY,CRY,M,True,1101362.0,Jesurun Rak-Sakyi
05tr5,Mads Roerslev,BRF,BRF,D,False,,
061xw,Joe Worrall,BUR,BUR,D,False,,
05ogh,Harrison Ashby,NEW,NEW,D,False,,
03ysd,Sam Byram,LEE,LEE,D,False,,
06ib6,Tawanda Chirewa,WOL,WOL,M,True,1005725.0,Tawanda Chirewa
03pif,Karl Darlow,LEE,LEE,G,False,,
06fuh,Hannes Delcroix,BUR,BUR,D,True,826169.0,Hannes Delcroix
05n09,Mark Gillespie,NEW,NEW,G,False,,
05r2t,Niall Huggins,SUN,SUN,F,False,,
066sh,Bashir Humphreys,BUR,BUR,D,False,,
06cmt,Tom King,EVE,EVE,G,False,,
03pig,Jamaal Lascelles,NEW,NEW,D,True,153444.0,Jamaal Lascelles
05ubh,Remi Matthews,CRY,CRY,G,False,,
05udw,Romaine Mundle,SUN,SUN,F,False,,
05ue3,Albert Sambi Lokonga,ARS,ARS,M,False,,
06cly,Enock Agyei,BUR,BUR,F,False,,
068ys,Naouirou Ahamada,CRY,CRY,M,True,997104.0,Naouirou Ahamada
06r5m,Aaron Anselmino,CHE,CHE,D,False,,
06uzw,Alex Cairns,LEE,LEE,G,False,,
04u6i,Leander Dendoncker,AVL,AVL,M,False,,
06441,Martial Godo,FUL,FUL,F,False,,
05x12,Leo Fuhr Hjelde,SUN,SUN,D,False,,
06ils,Yunus Konak,BRF,BRF,M,False,,
06nvb,Caleb Kporha,CRY,CRY,D,False,,
04tsf,Paris Maghoma,BRF,BRF,M,False,,
06mgk,Jayden Meghoma,BRF,BRF,D,False,,
061z5,Calvin Ramsay,LIV,LIV,D,False,,
06r3w,Remy Rees-Dottin,BOU,BOU,F,False,,
062op,Omar Richards,NOT,NFO,D,False,,
062oi,Kaden Rodney,CRY,CRY,M,False,,
06uzx,Isaac Schmidt,LEE,LEE,D,False,,
06ya6,Kota Takai,TOT,TOT,D,False,,
0372y,Matt Targett,NEW,NEW,D,True,368134.0,Matt Targett
06fy5,Mike Tresor,BUR,BUR,F,True,826183.0,Mike Trésor
05oji,Rhys Williams,LIV,LIV,D,False,,
06qwh,Ben Winterburn,BOU,BOU,M,True,2007889.0,Ben Winterburn
06mnd,Eric da Silva Moreira,NOT,NFO,F,False,,
06v0u,Ahmed Abdullahi,SUN,SUN,F,False,,
0643r,Owen Bevan,BOU,BOU,D,False,,
06v0k,Alan Browne,SUN,SUN,M,False,,
06v00,Sam Chambers,LEE,LEE,M,False,,
05tz8,Emmanuel Dennis,NOT,NFO,F,False,,
05uog,Lewis Dobbin,AVL,AVL,F,False,,
06jgk,Romain Faivre,BOU,BOU,M,True,913942.0,Romain Faivre
06v0q,Harrison Jones,SUN,SUN,M,False,,
06zrs,Michael Laffey,LIV,LIV,M,False,,
06hcm,Callum Marshall,WHU,WHU,F,False,,
06jgu,Callan McKenna,BOU,BOU,G,False,,
04ym3,Ian Poveda-Ocampo,SUN,SUN,F,False,,
02m3v,John Ruddy,NEW,NEW,G,False,,
06zeg,Max Thompson,NEW,NEW,G,False,,
05rc7,Harry Tyrer,EVE,EVE,G,False,,
06kk4,Franco Umeh-Chibueze,CRY,CRY,F,False,,
05uh0,Joseph Anderson,SUN,SUN,D,False,,
06zod,Dean Benamar,CRY,CRY,D,False,,
06zbt,Rio Cardines,CRY,CRY,M,False,,
06prv,Jamaldeen Jimoh,AVL,AVL,M,False,,
06c4p,Benson Manuel,BUR,BUR,F,True,552632.0,Manuel Benson
05r93,Tyler Onyango,EVE,EVE,M,True,1004342.0,Tyler Onyango
06mex,Alex Paulsen,BOU,BOU,G,False,,
05nuf,Myles Peart-Harris,BRF,BRF,M,False,,
06xzk,Timothee Pembélé,SUN,SUN,D,False,,
062cj,Abdallah Sima,BHA,BHA,F,False,,
06kwh,Benjamin Arthur,BRF,BRF,D,False,,
06xzn,Abdoullah Ba,SUN,SUN,M,False,,
06zxz,Scott Bailey,NEW,NEW,M,False,,
05u40,Ellery Balcombe,BRF,BRF,G,False,,
06cm7,Josh Bowler,NOT,NFO,M,False,,
06zoe,Luke Browne,CRY,CRY,D,False,,
06zc3,Jun'ai Byfield,TOT,TOT,D,False,,
06zrr,Josh Davidson,LIV,LIV,D,False,,
0645w,Krisztian Hegyi,WHU,WHU,G,False,,
06zvn,George Hemmings,AVL,AVL,M,False,,
062ft,Tyrell Malacia,MUN,MUN,D,False,,
05rbn,Thomas McGill,BHA,BHA,G,False,,
04ylt,Chris Mepham,BOU,BOU,D,True,865740.0,Chris Mepham
05vyh,Andy Moran,BHA,BHA,M,False,,
06xzj,David Mota Veiga Teixeira do Carmo,NOT,NFO,D,False,,
06v0w,Trey Ogunsuyi,SUN,SUN,F,False,,
06xzq,Nazariy Rusyn,SUN,SUN,F,False,,
06xzp,Luis Hemir Silva Semedo,SUN,SUN,F,False,,
06mmk,Marko Stamenic,NOT,NFO,M,False,,
06zqi,Joshua Stephenson,BRF,BRF,D,False,,
06avm,James Wright,AVL,AVL,G,False,,
0700s,Adam Berry,NOT,NFO,M,False,,
06uzk,Etienne Green,BUR,BUR,G,False,,
06mfw,Vaclav Hladky,BUR,BUR,G,False,,
06zqj,Ethan Laidlaw,BRF,BRF,F,False,,
06xzo,Jay Matete,SUN,SUN,M,False,,
06xzl,Nectarios Triantis,SUN,SUN,D,False,,
0700q,Archie Whitehall,NOT,NFO,M,False,,
06on4,Julian Eyestone,BRF,BRF,G,False,,
06xzm,Zak Johnson,SUN,SUN,D,False,,
0700r,Jimmy Sinclair,NOT,NFO,M,False,,
05y5b,Freddie Potts,WHU,WHU,M,True,1089582.0,Freddie Potts
06rf9,Omar Marmoush,MCI,MCI,F,True,873554.0,Omar Marmoush
04qrc,Raul Jimenez,FUL,FUL,F,True,192442.0,Raúl Jiménez
02lp9,Kyle Walker,BUR,BUR,D,True,44614.0,Kyle Walker
0700u,Bafode Diakité,BOU,BOU,D,True,962408.0,Bafodé Diakité
06eo0,Lesley Ugochukwu,BUR,BUR,M,True,1048916.0,Lesley Ugochukwu
06dmj,Jurrien Timber,ARS,ARS,D,True,958959.0,Jurriën Timber
06onx,Jean-Clair Todibo,WHU,WHU,D,True,945217.0,Jean-Clair Todibo
062og,Aaron Hickey,BRF,BRF,D,False,,
0620k,Nayef Aguerd,WHU,WHU,D,True,877102.0,Nayef Aguerd
0328q,Tom Cairney,FUL,FUL,M,True,82566.0,Tom Cairney
066sd,Myles Lewis-Skelly,ARS,ARS,D,True,1423711.0,Myles Lewis-Skelly
06phe,Ferdi Kadioglu,BHA,BHA,D,True,825844.0,Ferdi Kadıoğlu
06zqk,David Møller Wolfe,WOL,WOL,D,True,1031283.0,David Möller Wolfe
05yg5,Toti,WOL,WOL,D,False,,
06zqq,Jorrel Hato,CHE,CHE,D,True,1153079.0,Jorrel Hato
04yey,Max Kilman,WHU,WHU,D,True,894474.0,Max Kilman
05u1m,Nathan Collins,BRF,BRF,D,False,,
067x8,Nico O'Reilly,MCI,MCI,M,True,1142703.0,Nico O'Reilly
06r7k,Emmanuel Agbadou,WOL,WOL,D,True,1013842.0,Emmanuel Agbadou
02m11,Matt Doherty,WOL,WOL,D,True,143047.0,Matt Doherty
05udg,Jose Sa,WOL,WOL,G,True,252669.0,José Sá
