fantrax_id,player_name,team,team_code,position,has_sofascore_match,sofascore_id,sofascore_name
03aqp,Mohamed Salah,LIV,LIV,F,True,159665.0,Mohamed Salah
04mi4,Callum Hudson-Odoi,NOT,NFO,F,True,867442.0,Callum Hudson-Odoi
04yme,Robert Sanchez,CHE,CHE,G,True,920546.0,Robert Sánchez
04agz,Declan Rice,ARS,ARS,M,True,856714.0,Declan Rice
04tsb,Viktor Gyökeres,ARS,ARS,F,True,804508.0,Viktor Gyökeres
06fuw,Djordje Petrovic,BOU,BOU,G,True,882604.0,Đorđe Petrović
06yb7,Gabriel Gudmundsson,LEE,LEE,D,True,834308.0,Gabriel Gudmundsson
06c6g,Yankuba Minteh,BHA,BHA,M,True,1400106.0,Yankuba Minteh
056iy,Pedro Neto,CHE,CHE,F,True,879349.0,Pedro Neto
05uoc,Cristian Romero,TOT,TOT,D,True,829932.0,Cristian Romero
02m5b,Chris Wood,NOT,NFO,F,True,50480.0,Chris Wood
05rb8,Moises Caicedo,CHE,CHE,M,True,987650.0,Moisés Caicedo
06v0g,Trai Hume,SUN,SUN,D,True,989034.0,Trai Hume
05nzu,Gabriel Magalhaes,ARS,ARS,D,True,869792.0,Gabriel Magalhães
04qfq,Matt O'Riley,BHA,BHA,M,True,891829.0,Matt O'Riley
0558w,William Saliba,ARS,ARS,D,True,941168.0,William Saliba
05748,Ismaila Sarr,CRY,CRY,M,True,845286.0,Ismaïla Sarr
062ci,Kaoru Mitoma,BHA,BHA,M,True,936849.0,Kaoru Mitoma
04qr9,Morgan Gibbs-White,NOT,NFO,M,True,865912.0,Morgan Gibbs-White
06p6j,Evanilson,BOU,BOU,F,True,998490.0,Evanilson
06mx0,Leny Yoro,MUN,MUN,D,True,1153315.0,Leny Yoro
0700t,Omar Alderete,SUN,SUN,D,True,805137.0,Omar Alderete
05220,Sepp van den Berg,BRF,BRE,D,True,924378.0,Sepp van den Berg
0435m,Granit Xhaka,SUN,SUN,M,True,117777.0,Granit Xhaka
05r34,Amad Diallo,MUN,MUN,M,True,971037.0,Amad Diallo
06ezb,Micky van de Ven,TOT,TOT,D,True,998247.0,Micky van de Ven
0700u,Bafode Diakité,BOU,BOU,D,True,962408.0,Bafodé Diakité
068lx,Dango Ouattara,BRF,BRE,M,True,1106451.0,Dango Ouattara
06zna,Dan Ndoye,NOT,NFO,F,True,944327.0,Dan Ndoye
06v06,Tijjani Reijnders,MCI,MCI,M,True,893549.0,Tijjani Reijnders
03yeg,Tosin Adarabioyo,CHE,CHE,D,True,352668.0,Tosin Adarabioyo
03yqz,Joe Rodon,LEE,LEE,D,True,828640.0,Joe Rodon
04qor,Bernd Leno,FUL,FUL,G,True,103335.0,Bernd Leno
0327r,Michael Keane,EVE,EVE,D,True,110846.0,Michael Keane
02oq8,James Ward-Prowse,WHU,WHU,M,True,161717.0,James Ward-Prowse
06v0t,Wilson Isidor,SUN,SUN,F,True,877980.0,Wilson Isidor
04y92,Bukayo Saka,ARS,ARS,M,True,934235.0,Bukayo Saka
05ye7,Oscar Bobb,MCI,MCI,M,True,1065216.0,Oscar Bobb
062ts,Djed Spence,TOT,TOT,D,True,945798.0,Djed Spence
05o4b,Matty Cash,AVL,AVL,D,True,833956.0,Matty Cash
06v0p,Enzo Le Fée,SUN,SUN,M,True,984014.0,Enzo Le Fée
05os8,Joachim Andersen,FUL,FUL,D,True,362682.0,Joachim Andersen
06do9,Milos Kerkez,LIV,LIV,D,True,1097425.0,Miloš Kerkez
062oh,Jake O'Brien,EVE,EVE,D,True,998253.0,Jake O'Brien
03r8x,Callum Wilson,WHU,WHU,F,True,113956.0,Callum Wilson
05w7t,Pape Sarr,TOT,TOT,M,True,1002711.0,Pape Matar Sarr
067yz,Matheus Cunha,MUN,MUN,F,True,886363.0,Matheus Cunha
03dx3,Kieran Trippier,NEW,NEW,D,True,69256.0,Kieran Trippier
04qfz,Diogo Dalot,MUN,MUN,D,True,843200.0,Diogo Dalot
06yb9,Reinildo Isnard Mandava,SUN,SUN,D,True,831424.0,Reinildo Mandava
05os4,Rayan Ait-Nouri,MCI,MCI,D,True,931278.0,Rayan Aït-Nouri
063q8,Mikkel Damsgaard,BRF,BRE,M,True,907072.0,Mikkel Damsgaard
04mr4,Martin Dubravka,BUR,BUR,G,True,42209.0,Martin Dúbravka
06rf9,Omar Marmoush,MCI,MCI,F,True,873554.0,Omar Marmoush
06v21,Florian Wirtz,LIV,LIV,M,True,1019322.0,Florian Wirtz
06yxe,Estevao Willian Almeida de Oliveira Gonçalves,CHE,CHE,F,True,1597265.0,Estêvão Willian
03rec,Tyrone Mings,AVL,AVL,D,True,303638.0,Tyrone Mings
06c4o,Lyle Foster,BUR,BUR,F,True,901907.0,Lyle Foster
06c4h,Hjalmar Ekdal,BUR,BUR,D,True,875360.0,Hjalmar Ekdal
051k0,John McGinn,AVL,AVL,M,True,250223.0,John McGinn
068yt,Sasa Lukic,FUL,FUL,M,True,371222.0,Saša Lukić
0522h,Alexis Mac Allister,LIV,LIV,M,True,895324.0,Alexis Mac Allister
051k7,Reece James,CHE,CHE,D,True,885908.0,Reece James
06rgg,Michael Kayode,BRF,BRE,D,True,1137431.0,Michael Kayode
06fvn,Beto,EVE,EVE,F,True,987489.0,Beto
062x7,Rico Lewis,MCI,MCI,D,True,1136731.0,Rico Lewis
06rma,Marshall Munetsi,WOL,WOL,M,True,894733.0,Marshall Munetsi
04e1c,Lewis Dunk,BHA,BHA,D,True,115365.0,Lewis Dunk
062h7,Tyler Adams,BOU,BOU,M,True,800419.0,Tyler Adams
05o8o,Jayden Bogle,LEE,LEE,D,True,929132.0,Jayden Bogle
038ze,Alex Iwobi,FUL,FUL,M,True,352770.0,Alex Iwobi
06jgr,Maxime Esteve,BUR,BUR,D,True,1117223.0,Maxime Estève
05oeh,Kenny Tete,FUL,FUL,D,True,190877.0,Kenny Tete
066r9,Ehor Yarmolyuk,BRF,BRE,M,True,1031258.0,Yehor Yarmolyuk
05r8o,Jean-Philippe Mateta,CRY,CRY,F,True,848276.0,Jean-Philippe Mateta
062dt,João Palhinha,TOT,TOT,M,True,364612.0,João Palhinha
05mzz,Pascal Struijk,LEE,LEE,D,True,836675.0,Pascal Struijk
02yl5,John Stones,MCI,MCI,D,True,152077.0,John Stones
04yo7,Youri Tielemans,AVL,AVL,M,True,331737.0,Youri Tielemans
052cd,Mason Mount,MUN,MUN,M,True,836694.0,Mason Mount
06kwp,Josh Acheampong,CHE,CHE,D,True,1403050.0,Josh Acheampong
05ylj,Bruno Guimaraes,NEW,NEW,M,True,866469.0,Bruno Guimarães
06cms,Sandro Tonali,NEW,NEW,M,True,892673.0,Sandro Tonali
06p5s,Brajan Gruda,BHA,BHA,M,True,1198075.0,Brajan Gruda
05rl4,Crysencio Summerville,WHU,WHU,M,True,917005.0,Crysencio Summerville
05u1m,Nathan Collins,BRF,BRE,D,True,958916.0,Nathan Collins
06v0s,Eliezer Mayenda,SUN,SUN,F,True,1168588.0,Eliezer Mayenda
05raa,Hugo Bueno,WOL,WOL,D,True,1013928.0,Hugo Bueno
06v07,Rayan Cherki,MCI,MCI,M,True,979128.0,Rayan Cherki
0642l,Casemiro,MUN,MUN,M,True,122951.0,Casemiro
06v6n,Quilindschy Hartman,BUR,BUR,D,True,1392044.0,Quilindschy Hartman
06f8y,Alex Scott,BOU,BOU,M,True,1104986.0,Alex Scott
06dwm,Jacob Bruun Larsen,BUR,BUR,F,True,809276.0,Jacob Bruun Larsen
04abn,Harvey Barnes,NEW,NEW,M,True,855647.0,Harvey Barnes
04f6h,Matz Sels,NOT,NFO,G,True,78152.0,Matz Sels
06fxe,Ryan Gravenberch,LIV,LIV,M,True,904897.0,Ryan Gravenberch
03frx,Ola Aina,NOT,NFO,D,True,800417.0,Ola Aina
04o82,Curtis Jones,LIV,LIV,M,True,927353.0,Curtis Jones
06mga,Mads Hermansen,WHU,WHU,G,True,856640.0,Mads Hermansen
04e1e,Ben White,ARS,ARS,D,True,846036.0,Ben White
04tm0,Lucas Digne,AVL,AVL,D,True,96538.0,Lucas Digne
05ue7,Frank Onyeka,BRF,BRE,M,True,885864.0,Frank Onyeka
04ym7,Lucas Perri,LEE,LEE,G,True,871290.0,Lucas Perri
06mn7,Lucas Bergvall,TOT,TOT,M,True,1391251.0,Lucas Bergvall
062a9,Sven Botman,NEW,NEW,D,True,910046.0,Sven Botman
06fxu,Ibrahim Sangare,NOT,NFO,M,True,843754.0,Ibrahim Sangaré
05ocl,Ollie Watkins,AVL,AVL,F,True,555386.0,Ollie Watkins
04sjt,Alisson,LIV,LIV,G,True,243609.0,Alisson
05a6e,Neco Williams,NOT,NFO,D,True,927356.0,Neco Williams
06jgs,Adam Wharton,CRY,CRY,M,True,1109771.0,Adam Wharton
061vn,Rodrigo Muniz,FUL,FUL,F,True,1015256.0,Rodrigo Muniz
06rm7,Nico González,MCI,MCI,M,True,954056.0,Nico González
06fx0,Altay Bayindir,MUN,MUN,G,True,815890.0,Altay Bayındır
05w91,Hwang Hee-Chan,WOL,WOL,F,True,786186.0,Hee-Chan Hwang
0689w,Georginio Rutter,BHA,BHA,F,True,946695.0,Georginio Rutter
04sat,Emile Smith Rowe,FUL,FUL,M,True,867445.0,Emile Smith Rowe
05t6x,William Osula,NEW,NEW,F,True,1122603.0,William Osula
0626q,Simon Adingra,SUN,SUN,M,True,1110842.0,Simon Adingra
05oh0,Jan-Paul van Hecke,BHA,BHA,D,True,962012.0,Jan Paul van Hecke
06ybq,Chemsdine Talbi,SUN,SUN,F,True,1142675.0,Chemsdine Talbi
03rxa,Idrissa Gueye,EVE,EVE,M,True,106337.0,Idrissa Gueye
04lnu,Lukas Nmecha,LEE,LEE,F,True,803185.0,Lukas Nmecha
04fk6,Bernardo Silva,MCI,MCI,M,True,331209.0,Bernardo Silva
068yd,Joao Gomes,WOL,WOL,M,True,1015267.0,João Gomes
06clz,Malo Gusto,CHE,CHE,D,True,996958.0,Malo Gusto
06y29,Habib Diarra,SUN,SUN,M,True,1128532.0,Habib Diarra
068yc,Yasin Ayari,BHA,BHA,M,True,1036269.0,Yasin Ayari
06mn8,Rodrigo Gomes,WOL,WOL,M,True,1006073.0,Rodrigo Gomes
05uht,Morgan Rogers,AVL,AVL,M,True,948261.0,Morgan Rogers
06ymt,Marco Bizot,AVL,AVL,G,True,100390.0,Marco Bizot
06mnc,Daichi Kamada,CRY,CRY,M,True,794338.0,Daichi Kamada
05omu,Ruben Dias,MCI,MCI,D,True,318941.0,Rúben Dias
06mpp,Mats Wieffer,BHA,BHA,M,True,959628.0,Mats Wieffer
068n8,Noni Madueke,ARS,ARS,M,True,966547.0,Noni Madueke
063hu,Amadou Onana,AVL,AVL,M,True,923973.0,Amadou Onana
06r7k,Emmanuel Agbadou,WOL,WOL,D,True,1013842.0,Emmanuel Agbadou
02lv9,James Milner,BHA,BHA,M,True,791.0,James Milner
05ogb,Anthony Elanga,NEW,NEW,F,True,979232.0,Anthony Elanga
05u7f,Ibrahima Konate,LIV,LIV,D,True,826215.0,Ibrahima Konaté
02oq6,Luke Shaw,MUN,MUN,D,True,190839.0,Luke Shaw
06r2g,Rio Ngumoha,LIV,LIV,F,True,1881902.0,Rio Ngumoha
05gcp,Tomas Soucek,WHU,WHU,M,True,799041.0,Tomáš Souček
06phw,Federico Chiesa,LIV,LIV,F,True,845386.0,Federico Chiesa
04f6o,Will Hughes,CRY,CRY,M,True,193554.0,Will Hughes
06y59,Noah Sadiki,SUN,SUN,M,True,1171539.0,Noah Sadiki
06mw0,Nikola Milenkovic,NOT,NFO,D,True,836168.0,Nikola Milenković
05t6z,Tim Iroegbunam,EVE,EVE,M,True,1085950.0,Tim Iroegbunam
05r9b,Martin Odegaard,ARS,ARS,M,True,547410.0,Martin Ødegaard
070ci,Amine Adli,BOU,BOU,F,True,991478.0,Amine Adli
06mow,Jorgen Strand Larsen,WOL,WOL,F,True,876599.0,Jørgen Strand Larsen
04yey,Max Kilman,WHU,WHU,D,True,894474.0,Max Kilman
04qfm,Ryan Sessegnon,FUL,FUL,M,True,836698.0,Ryan Sessegnon
0703c,Nordi Mukiele,SUN,SUN,D,True,780014.0,Nordi Mukiele
06fwx,Santiago Bueno,WOL,WOL,D,True,846308.0,Santiago Bueno
0524k,Rodri,MCI,MCI,M,True,827606.0,Rodri
052cb,Ian Maatsen,AVL,AVL,D,True,976263.0,Ian Maatsen
06jh3,Joshua King,FUL,FUL,M,True,1546231.0,Joshua King
061vp,Brenden Aaronson,LEE,LEE,M,True,973431.0,Brenden Aaronson
06y27,Loum Tchaouna,BUR,BUR,F,True,1004505.0,Loum Tchaouna
06zqk,David Møller Wolfe,WOL,WOL,D,True,1031283.0,David Möller Wolfe
051kl,Emiliano Buendia,AVL,AVL,M,True,783126.0,Emiliano Buendía
06rlj,Patrick Dorgu,MUN,MUN,D,True,1397168.0,Patrick Dorgu
045ob,Caoimhin Kelleher,BRF,BRE,G,True,827362.0,Caoimhin Kelleher
06fwi,Carlos Baleba,BHA,BHA,M,True,1199043.0,Carlos Baleba
06cmu,Bart Verbruggen,BHA,BHA,G,True,994363.0,Bart Verbruggen
02lp5,Adam Smith,BOU,BOU,D,True,44566.0,Adam Smith
05gcs,Sander Berge,FUL,FUL,M,True,793167.0,Sander Berge
061vb,James Hill,BOU,BOU,D,True,1156586.0,James Hill
06y9z,Martin Zubimendi,ARS,ARS,M,True,966837.0,Martín Zubimendi
06o2t,Niclas Füllkrug,WHU,WHU,F,True,132645.0,Niclas Füllkrug
06zbp,Max Dowman,ARS,ARS,M,True,1917626.0,Max Dowman
06v01,Ilia Gruev,LEE,LEE,M,True,911679.0,Ilia Gruev
03yr0,Daniel James,LEE,LEE,M,True,828639.0,Daniel James
06zce,Jhon Arias,WOL,WOL,M,True,844096.0,Jhon Arias
06fxv,Jean-Ricner Bellegarde,WOL,WOL,M,True,845273.0,Jean-Ricner Bellegarde
05ylw,Rodrigo Bentancur,TOT,TOT,M,True,791190.0,Rodrigo Bentancur
06r5b,Diego Gómez,BHA,BHA,M,True,1065588.0,Diego Gómez
067zv,Kevin Schade,BRF,BRE,F,True,1006387.0,Kevin Schade
03zsq,Kyle Walker-Peters,WHU,WHU,D,True,823085.0,Kyle Walker-Peters
03dyx,Josh Laurent,BUR,BUR,M,True,552036.0,Josh Laurent
04mdn,Anthony Gordon,NEW,NEW,M,True,914902.0,Anthony Gordon
051k3,Jacob Ramsey,NEW,NEW,M,True,975937.0,Jacob Ramsey
062p3,Keane Lewis-Potter,BRF,BRE,M,True,972421.0,Keane Lewis-Potter
04lav,Ethan Ampadu,LEE,LEE,D,True,847097.0,Ethan Ampadu
05nt6,Eberechi Eze,ARS,ARS,M,True,864921.0,Eberechi Eze
06y9n,Jamie Gittens,CHE,CHE,F,True,1140599.0,Jamie Gittens
03rxs,Harry Wilson,FUL,FUL,M,True,355528.0,Harry Wilson
04ug0,Sean Longstaff,LEE,LEE,M,True,866191.0,Sean Longstaff
06fup,Jeremy Doku,MCI,MCI,M,True,934386.0,Jérémy Doku
064a0,Wilfried Gnonto,LEE,LEE,F,True,998951.0,Wilfried Gnonto
04ml6,Konstantinos Mavropanos,WHU,WHU,D,True,829022.0,Konstantinos Mavropanos
063zi,Matheus Nunes,MCI,MCI,D,True,945122.0,Matheus Nunes
068yr,Hamed Traore,BOU,BOU,M,True,892924.0,Hamed Junior Traorè
06y9m,Maxim De Cuyper,BHA,BHA,D,True,997152.0,Maxim De Cuyper
061va,Boubacar Kamara,AVL,AVL,M,True,826204.0,Boubacar Kamara
06pe1,Mateus Goncalo Espanha Fernandes,WHU,WHU,M,False,,
06fso,Wataru Endo,LIV,LIV,M,True,143040.0,Wataru Endo
06eo0,Lesley Ugochukwu,BUR,BUR,M,True,1048916.0,Lesley Ugochukwu
06fhy,Wilson Odobert,TOT,TOT,F,True,1142679.0,Wilson Odobert
06pic,Andre,WOL,WOL,M,True,1035996.0,André
05t6y,Hannibal Mejbri,BUR,BUR,M,True,1009386.0,Hannibal Mejbri
05o4c,Timothy Castagne,FUL,FUL,D,True,329417.0,Timothy Castagne
05tr9,Mathias Jensen,BRF,BRE,M,True,799251.0,Mathias Jensen
052h5,Gabriel Martinelli,ARS,ARS,M,True,922573.0,Gabriel Martinelli
05udg,Jose Sa,WOL,WOL,G,True,252669.0,José Sá
02lp9,Kyle Walker,BUR,BUR,D,True,44614.0,Kyle Walker
06zbm,Cristhian Mosquera,ARS,ARS,D,True,1144630.0,Cristhian Mosquera
03am7,Jacob Murphy,NEW,NEW,M,True,372336.0,Jacob Murphy
04spq,Jack Harrison,LEE,LEE,M,True,829570.0,Jack Harrison
02lk5,Jordan Henderson,BRF,BRE,M,True,42694.0,Jordan Henderson
04yjx,Ki-Jana Hoever,WOL,WOL,D,True,954044.0,Ki-Jana Hoever
0687c,Carlos Alcaraz,EVE,EVE,M,True,1017392.0,Carlos Alcaraz
06ybp,Thierno Barry,EVE,EVE,F,True,1395746.0,Thierno Barry
05uhs,James Mcatee,NOT,NFO,M,True,1003334.0,James McAtee
06mve,Joshua Zirkzee,MUN,MUN,F,True,917007.0,Joshua Zirkzee
068a0,Andrey Santos,CHE,CHE,M,True,1105779.0,Andrey Santos
070bg,Jackson Tchatchoua,WOL,WOL,D,True,1096210.0,Jackson Tchatchoua
061ve,Ryan Christie,BOU,BOU,M,True,322391.0,Ryan Christie
03rzp,Antonee Robinson,FUL,FUL,D,True,803174.0,Antonee Robinson
06v0f,Jenson Seelt,SUN,SUN,D,True,1088897.0,Jenson Seelt
05l8q,Cole Palmer,CHE,CHE,M,True,982780.0,Cole Palmer
06fwz,Murillo,NOT,NFO,D,True,1199282.0,Murillo
06zxy,Benjamin Sesko,MUN,MUN,F,True,986397.0,Benjamin Šeško
06uzy,Ao Tanaka,LEE,LEE,M,True,871886.0,Ao Tanaka
070f9,Yeremy Pino,CRY,CRY,M,True,984624.0,Yéremy Pino
03r93,Joseph Gomez,LIV,LIV,D,True,318927.0,Joe Gomez
061xw,Joe Worrall,BUR,BUR,D,True,838399.0,Joe Worrall
04adp,Aaron Wan-Bissaka,WHU,WHU,D,True,863653.0,Aaron Wan-Bissaka
0520r,Leandro Trossard,ARS,ARS,M,True,135666.0,Leandro Trossard
067ys,Jack Hinshelwood,BHA,BHA,M,True,1142315.0,Jack Hinshelwood
06pib,Manuel Ugarte,MUN,MUN,M,True,846425.0,Manuel Ugarte
061y6,Ryan Yates,NOT,NFO,M,True,846252.0,Ryan Yates
03fgo,Dominic Solanke,TOT,TOT,F,True,361420.0,Dominic Solanke
05oig,Liam Delap,CHE,CHE,F,True,997087.0,Liam Delap
0554g,Calvin Bassey,FUL,FUL,D,True,861972.0,Calvin Bassey
04abb,Phil Foden,MCI,MCI,M,True,859765.0,Phil Foden
0554i,Joelinton,NEW,NEW,M,True,560128.0,Joelinton
06ab3,Lewis Miley,NEW,NEW,M,True,1400650.0,Lewis Miley
06uzl,Oliver Sonne,BUR,BUR,D,True,1008456.0,Oliver Sonne
06kyx,Andy Irving,WHU,WHU,M,True,845464.0,Andy Irving
05y9n,Lewis Hall,NEW,NEW,D,True,1136730.0,Lewis Hall
06kx1,Justin Devenny,CRY,CRY,M,True,1084311.0,Justin Devenny
06v05,Jeremie Frimpong,LIV,LIV,D,True,970361.0,Jeremie Frimpong
06crm,Pau Torres,AVL,AVL,D,True,864169.0,Pau Torres
05y7c,Archie Gray,TOT,TOT,M,True,1142335.0,Archie Gray
04tzt,Jefferson Lerma,CRY,CRY,M,True,355796.0,Jefferson Lerma
05ybq,Vitalii Mykolenko,EVE,EVE,D,True,876643.0,Vitaliy Mykolenko
02lz0,Emiliano Martinez,AVL,AVL,G,True,158263.0,Emiliano Martínez
04ge7,Donyell Malen,AVL,AVL,F,True,803039.0,Donyell Malen
03u2b,Adama Traore,FUL,FUL,F,True,286165.0,Adama Traoré
0666p,Kobbie Mainoo,MUN,MUN,M,True,1142175.0,Kobbie Mainoo
063y7,Destiny Udogie,TOT,TOT,D,True,983572.0,Destiny Udogie
04hk9,Mikel Merino,ARS,ARS,M,True,592010.0,Mikel Merino
06r9w,Abdukodir Khusanov,MCI,MCI,D,True,1194333.0,Abdukodir Khusanov
02y6o,Nathan Ake,MCI,MCI,D,True,149663.0,Nathan Aké
02m11,Matt Doherty,WOL,WOL,D,True,143047.0,Matt Doherty
04p0d,Dwight McNeil,EVE,EVE,M,True,935543.0,Dwight McNeil
06zwj,Evann Guessand,AVL,AVL,F,True,930245.0,Evann Guessand
03gu4,Harry Maguire,MUN,MUN,D,True,149380.0,Harry Maguire
049tq,Dominic Calvert-Lewin,LEE,LEE,F,True,372344.0,Dominic Calvert-Lewin
06uzo,Zian Flemming,BUR,BUR,M,True,875137.0,Zian Flemming
06nyw,Jorge Cuenca,FUL,FUL,D,True,868715.0,Jorge Cuenca
06clt,Justin Kluivert,BOU,BOU,M,True,851596.0,Justin Kluivert
06v02,Joel Piroe,LEE,LEE,F,True,850823.0,Joël Piroe
052ca,Ezri Konsa,AVL,AVL,D,True,827679.0,Ezri Konsa
06v12,Fer Lopez,WOL,WOL,F,True,1526628.0,Fer López
05opl,Wesley Fofana,CHE,CHE,D,True,923894.0,Wesley Fofana
06y4g,Antoni Milambo,BRF,BRE,M,True,1126692.0,Antoni Milambo
06l4i,Tyrique George,CHE,CHE,F,True,1403061.0,Tyrique George
05o6h,Kai Havertz,ARS,ARS,F,True,836705.0,Kai Havertz
05tqz,Rico Henry,BRF,BRE,D,True,599128.0,Rico Henry
065ao,Ethan Nwaneri,ARS,ARS,M,True,1401702.0,Ethan Nwaneri
05ojf,Fabio Carvalho,BRF,BRE,M,True,991604.0,Fabio Carvalho
06r9h,Romain Esse,CRY,CRY,M,True,1438837.0,Romain Esse
057cr,Kevin Danso,TOT,TOT,D,True,794953.0,Kevin Danso
06492,Sasa Kalajdzic,WOL,WOL,F,True,870038.0,Saša Kalajdžić
066sd,Myles Lewis-Skelly,ARS,ARS,D,True,1423711.0,Myles Lewis-Skelly
06p4j,Noussair Mazraoui,MUN,MUN,D,True,847030.0,Noussair Mazraoui
06y9o,Igor Jesus Maciel da Cruz,NOT,NFO,F,True,981619.0,Igor Jesus
0700p,Malick Thiaw,NEW,NEW,D,True,1014286.0,Malick Thiaw
06nvg,Jota Silva,NOT,NFO,F,True,1011895.0,Jota Silva
06kqy,Ayden Heaven,MUN,MUN,D,True,1445799.0,Ayden Heaven
02t1k,Nathaniel Clyne,CRY,CRY,D,True,43215.0,Nathaniel Clyne
04qrc,Raul Jimenez,FUL,FUL,F,True,192442.0,Raúl Jiménez
05w9q,Odsonne Edouard,CRY,CRY,F,True,795228.0,Odsonne Édouard
05mxa,Joel Veltman,BHA,BHA,D,True,219572.0,Joël Veltman
03brm,Patrick Roberts,SUN,SUN,M,True,361326.0,Patrick Roberts
0703h,Arnaud Kalimuendo,NOT,NFO,F,True,954061.0,Arnaud Kalimuendo
06mnm,Marc Guiu,CHE,CHE,F,True,1414933.0,Marc Guiu
03gu5,Andrew Robertson,LIV,LIV,D,True,262911.0,Andrew Robertson
070cj,Noah Okafor,LEE,LEE,F,True,865523.0,Noah Okafor
06oav,Guido Rodríguez,WHU,WHU,M,True,609752.0,Guido Rodríguez
062og,Aaron Hickey,BRF,BRE,D,True,966869.0,Aaron Hickey
05uel,Kristoffer Ajer,BRF,BRE,D,True,576384.0,Kristoffer Ajer
0646f,Alexander Isak,LIV,LIV,F,True,823941.0,Alexander Isak
05uor,Yoane Wissa,NEW,NEW,F,False,,
06ex4,Josko Gvardiol,MCI,MCI,D,True,964994.0,Joško Gvardiol
