team_code,team_name,next_match,position,row,depth_order,player_display,player_full_from_title,pl_photo_id,img_url
bou,Bournemouth,Liverpool (A),GK,row-1,1,Petrovic,Dorde Petrovic,457569,https://resources.premierleague.com/premierleague25/photos/players/110x140/457569.png
bou,Bournemouth,Liverpool (A),DEF,row-2,1,Araujo,Julian Araujo,436893,https://resources.premierleague.com/premierleague25/photos/players/110x140/436893.png
bou,Bournemouth,Liverpool (A),DEF,row-2,2,Hill,James Hill,463981,https://resources.premierleague.com/premierleague25/photos/players/110x140/463981.png
bou,Bournemouth,Liverpool (A),DEF,row-2,3,Senesi,Marcos Senesi,221466,https://resources.premierleague.com/premierleague25/photos/players/110x140/221466.png
bou,Bournemouth,Liverpool (A),DEF,row-2,4,Truffert,Adrien Truffert,494521,https://resources.premierleague.com/premierleague25/photos/players/110x140/494521.png
bou,Bournemouth,Liverpool (A),MID,row-3,1,Tavernier,Marcus Tavernier,201658,https://resources.premierleague.com/premierleague25/photos/players/110x140/201658.png
bou,Bournemouth,Liverpool (A),MID,row-3,2,Adams,Tyler Adams,200785,https://resources.premierleague.com/premierleague25/photos/players/110x140/200785.png
bou,Bournemouth,Liverpool (A),FWD,row-4,1,Brooks,David Brooks,111317,https://resources.premierleague.com/premierleague25/photos/players/110x140/111317.png
bou,Bournemouth,Liverpool (A),FWD,row-4,2,Scott,Alex Scott,503139,https://resources.premierleague.com/premierleague25/photos/players/110x140/503139.png
bou,Bournemouth,Liverpool (A),FWD,row-4,3,Semenyo,Antoine Semenyo,437730,https://resources.premierleague.com/premierleague25/photos/players/110x140/437730.png
bou,Bournemouth,Liverpool (A),,row-5,1,Evanilson,Evanilson,444102,https://resources.premierleague.com/premierleague25/photos/players/110x140/444102.png
bre,Brentford,Nottingham Forest (A),GK,row-1,1,Kelleher,Caoimhin Kelleher,200720,https://resources.premierleague.com/premierleague25/photos/players/110x140/200720.png
bre,Brentford,Nottingham Forest (A),DEF,row-2,1,Kayode,Michael Kayode,607464,https://resources.premierleague.com/premierleague25/photos/players/110x140/607464.png
bre,Brentford,Nottingham Forest (A),DEF,row-2,2,Collins,Nathan Collins,432830,https://resources.premierleague.com/premierleague25/photos/players/110x140/432830.png
bre,Brentford,Nottingham Forest (A),DEF,row-2,3,van den Berg,Sepp van den Berg,444765,https://resources.premierleague.com/premierleague25/photos/players/110x140/444765.png
bre,Brentford,Nottingham Forest (A),DEF,row-2,4,Henry,Rico Henry,194010,https://resources.premierleague.com/premierleague25/photos/players/110x140/194010.png
bre,Brentford,Nottingham Forest (A),MID,row-3,1,Henderson,Jordan Henderson,56979,https://resources.premierleague.com/premierleague25/photos/players/110x140/56979.png
bre,Brentford,Nottingham Forest (A),MID,row-3,2,Yarmolyuk,Ehor Yarmolyuk,508395,https://resources.premierleague.com/premierleague25/photos/players/110x140/508395.png
bre,Brentford,Nottingham Forest (A),FWD,row-4,1,Carvalho,Fabio Carvalho,244858,https://resources.premierleague.com/premierleague25/photos/players/110x140/244858.png
bre,Brentford,Nottingham Forest (A),FWD,row-4,2,Damsgaard,Mikkel Damsgaard,440089,https://resources.premierleague.com/premierleague25/photos/players/110x140/440089.png
bre,Brentford,Nottingham Forest (A),FWD,row-4,3,Lewis-Potter,Keane Lewis-Potter,249231,https://resources.premierleague.com/premierleague25/photos/players/110x140/249231.png
bre,Brentford,Nottingham Forest (A),,row-5,1,Thiago,Thiago,502500,https://resources.premierleague.com/premierleague25/photos/players/110x140/502500.png
bha,Brighton and Hove Albion,Fulham (H),GK,row-1,1,Verbruggen,Bart Verbruggen,489639,https://resources.premierleague.com/premierleague25/photos/players/110x140/489639.png
bha,Brighton and Hove Albion,Fulham (H),DEF,row-2,1,Wieffer,Mats Wieffer,467779,https://resources.premierleague.com/premierleague25/photos/players/110x140/467779.png
bha,Brighton and Hove Albion,Fulham (H),DEF,row-2,2,van Hecke,Jan-Paul van Hecke,469142,https://resources.premierleague.com/premierleague25/photos/players/110x140/469142.png
bha,Brighton and Hove Albion,Fulham (H),DEF,row-2,3,Dunk,Lewis Dunk,83299,https://resources.premierleague.com/premierleague25/photos/players/110x140/83299.png
bha,Brighton and Hove Albion,Fulham (H),DEF,row-2,4,De Cuyper,Maxim De Cuyper,465730,https://resources.premierleague.com/premierleague25/photos/players/110x140/465730.png
bha,Brighton and Hove Albion,Fulham (H),MID,row-3,1,Gómez,Diego Gómez,514254,https://resources.premierleague.com/premierleague25/photos/players/110x140/514254.png
bha,Brighton and Hove Albion,Fulham (H),MID,row-3,2,Ayari,Yasin Ayari,509416,https://resources.premierleague.com/premierleague25/photos/players/110x140/509416.png
bha,Brighton and Hove Albion,Fulham (H),FWD,row-4,1,Minteh,Yankuba Minteh,592031,https://resources.premierleague.com/premierleague25/photos/players/110x140/592031.png
bha,Brighton and Hove Albion,Fulham (H),FWD,row-4,2,O’Riley,Matt O’Riley,219249,https://resources.premierleague.com/premierleague25/photos/players/110x140/219249.png
bha,Brighton and Hove Albion,Fulham (H),FWD,row-4,3,Mitoma,Kaoru Mitoma,451340,https://resources.premierleague.com/premierleague25/photos/players/110x140/451340.png
bha,Brighton and Hove Albion,Fulham (H),,row-5,1,Rutter,Georginio Rutter,463067,https://resources.premierleague.com/premierleague25/photos/players/110x140/463067.png
bur,Burnley,Tottenham Hotspur (A),GK,row-1,1,Weiß,Max Weiß,518030,https://resources.premierleague.com/premierleague25/photos/players/110x140/518030.png
bur,Burnley,Tottenham Hotspur (A),DEF,row-2,1,Sonne,Oliver Sonne,519895,https://resources.premierleague.com/premierleague25/photos/players/110x140/519895.png
bur,Burnley,Tottenham Hotspur (A),DEF,row-2,2,Walker,Kyle Walker,58621,https://resources.premierleague.com/premierleague25/photos/players/110x140/58621.png
bur,Burnley,Tottenham Hotspur (A),DEF,row-2,3,Ekdal,Hjalmar Ekdal,478969,https://resources.premierleague.com/premierleague25/photos/players/110x140/478969.png
bur,Burnley,Tottenham Hotspur (A),DEF,row-2,4,Esteve,Maxime Esteve,477717,https://resources.premierleague.com/premierleague25/photos/players/110x140/477717.png
bur,Burnley,Tottenham Hotspur (A),DEF,row-2,5,Hartman,Quilindschy Hartman,494960,https://resources.premierleague.com/premierleague25/photos/players/110x140/494960.png
bur,Burnley,Tottenham Hotspur (A),MID,row-3,1,Mejbri,Hannibal Mejbri,465527,https://resources.premierleague.com/premierleague25/photos/players/110x140/465527.png
bur,Burnley,Tottenham Hotspur (A),MID,row-3,2,Cullen,Josh Cullen,172567,https://resources.premierleague.com/premierleague25/photos/players/110x140/172567.png
bur,Burnley,Tottenham Hotspur (A),MID,row-3,3,Ugochukwu,Lesley Ugochukwu,503714,https://resources.premierleague.com/premierleague25/photos/players/110x140/503714.png
bur,Burnley,Tottenham Hotspur (A),MID,row-3,4,Anthony,Jaidon Anthony,444180,https://resources.premierleague.com/premierleague25/photos/players/110x140/444180.png
bur,Burnley,Tottenham Hotspur (A),FWD,row-4,1,Foster,Lyle Foster,435973,https://resources.premierleague.com/premierleague25/photos/players/110x140/435973.png
che,Chelsea,Crystal Palace (H),GK,row-1,1,Sanchez,Robert Sanchez,215059,https://resources.premierleague.com/premierleague25/photos/players/110x140/215059.png
che,Chelsea,Crystal Palace (H),DEF,row-2,1,James,Reece James,225796,https://resources.premierleague.com/premierleague25/photos/players/110x140/225796.png
che,Chelsea,Crystal Palace (H),DEF,row-2,2,Chalobah,Trevoh Chalobah,180736,https://resources.premierleague.com/premierleague25/photos/players/110x140/180736.png
che,Chelsea,Crystal Palace (H),DEF,row-2,3,Tosin,Tosin,109646,https://resources.premierleague.com/premierleague25/photos/players/110x140/109646.png
che,Chelsea,Crystal Palace (H),DEF,row-2,4,Cucurella,Marc Cucurella,179268,https://resources.premierleague.com/premierleague25/photos/players/110x140/179268.png
che,Chelsea,Crystal Palace (H),MID,row-3,1,Moises Caicedo,Moises Caicedo,486672,https://resources.premierleague.com/premierleague25/photos/players/110x140/486672.png
che,Chelsea,Crystal Palace (H),MID,row-3,2,Fernández,Enzo Fernández,448047,https://resources.premierleague.com/premierleague25/photos/players/110x140/448047.png
che,Chelsea,Crystal Palace (H),FWD,row-4,1,Neto,Pedro Neto,247632,https://resources.premierleague.com/premierleague25/photos/players/110x140/247632.png
che,Chelsea,Crystal Palace (H),FWD,row-4,2,Palmer,Cole Palmer,244851,https://resources.premierleague.com/premierleague25/photos/players/110x140/244851.png
che,Chelsea,Crystal Palace (H),FWD,row-4,3,Gittens,Jamie Gittens,463936,https://resources.premierleague.com/premierleague25/photos/players/110x140/463936.png
che,Chelsea,Crystal Palace (H),,row-5,1,João Pedro,João Pedro,475168,https://resources.premierleague.com/premierleague25/photos/players/110x140/475168.png
cry,Crystal Palace,Chelsea (A),GK,row-1,1,Henderson,Dean Henderson,172649,https://resources.premierleague.com/premierleague25/photos/players/110x140/172649.png
cry,Crystal Palace,Chelsea (A),DEF,row-2,1,Richards,Chris Richards,427623,https://resources.premierleague.com/premierleague25/photos/players/110x140/427623.png
cry,Crystal Palace,Chelsea (A),DEF,row-2,2,Lacroix,Maxence Lacroix,437499,https://resources.premierleague.com/premierleague25/photos/players/110x140/437499.png
cry,Crystal Palace,Chelsea (A),DEF,row-2,3,Marc Guehi,Marc Guehi,209036,https://resources.premierleague.com/premierleague25/photos/players/110x140/209036.png
cry,Crystal Palace,Chelsea (A),MID,row-3,1,Muñoz,Daniel Muñoz,247348,https://resources.premierleague.com/premierleague25/photos/players/110x140/247348.png
cry,Crystal Palace,Chelsea (A),MID,row-3,2,Hughes,Will Hughes,108413,https://resources.premierleague.com/premierleague25/photos/players/110x140/108413.png
cry,Crystal Palace,Chelsea (A),MID,row-3,3,Wharton,Adam Wharton,496221,https://resources.premierleague.com/premierleague25/photos/players/110x140/496221.png
cry,Crystal Palace,Chelsea (A),MID,row-3,4,Mitchell,Tyrick Mitchell,244723,https://resources.premierleague.com/premierleague25/photos/players/110x140/244723.png
cry,Crystal Palace,Chelsea (A),FWD,row-4,1,Ismaila Sarr,Ismaila Sarr,232185,https://resources.premierleague.com/premierleague25/photos/players/110x140/232185.png
cry,Crystal Palace,Chelsea (A),FWD,row-4,2,Eze,Eberechi Eze,232413,https://resources.premierleague.com/premierleague25/photos/players/110x140/232413.png
cry,Crystal Palace,Chelsea (A),,row-5,1,Mateta,Jean-Philippe Mateta,231747,https://resources.premierleague.com/premierleague25/photos/players/110x140/231747.png
eve,Everton,Leeds United (A),GK,row-1,1,Pickford,Jordan Pickford,111234,https://resources.premierleague.com/premierleague25/photos/players/110x140/111234.png
eve,Everton,Leeds United (A),DEF,row-2,1,O'Brien,Jake O'Brien,512462,https://resources.premierleague.com/premierleague25/photos/players/110x140/512462.png
eve,Everton,Leeds United (A),DEF,row-2,2,Tarkowski,James Tarkowski,17761,https://resources.premierleague.com/premierleague25/photos/players/110x140/17761.png
eve,Everton,Leeds United (A),DEF,row-2,3,Keane,Michael Keane,106611,https://resources.premierleague.com/premierleague25/photos/players/110x140/106611.png
eve,Everton,Leeds United (A),DEF,row-2,4,Mykolenko,Vitaliy Mykolenko,224967,https://resources.premierleague.com/premierleague25/photos/players/110x140/224967.png
eve,Everton,Leeds United (A),MID,row-3,1,Dewsbury-Hall,Kiernan Dewsbury-Hall,215413,https://resources.premierleague.com/premierleague25/photos/players/110x140/215413.png
eve,Everton,Leeds United (A),MID,row-3,2,Garner,James Garner,232928,https://resources.premierleague.com/premierleague25/photos/players/110x140/232928.png
eve,Everton,Leeds United (A),MID,row-3,3,Gueye,Idrissa Gueye,80801,https://resources.premierleague.com/premierleague25/photos/players/110x140/80801.png
eve,Everton,Leeds United (A),FWD,row-4,1,Alcaraz,Carlos Alcaraz,502697,https://resources.premierleague.com/premierleague25/photos/players/110x140/502697.png
eve,Everton,Leeds United (A),FWD,row-4,2,Beto,Beto,486385,https://resources.premierleague.com/premierleague25/photos/players/110x140/486385.png
eve,Everton,Leeds United (A),FWD,row-4,3,Ndiaye,Iliman Ndiaye,440993,https://resources.premierleague.com/premierleague25/photos/players/110x140/440993.png
ful,Fulham,Brighton and Hove Albion (A),GK,row-1,1,Leno,Bernd Leno,80201,https://resources.premierleague.com/premierleague25/photos/players/110x140/80201.png
ful,Fulham,Brighton and Hove Albion (A),DEF,row-2,1,Tete,Kenny Tete,167074,https://resources.premierleague.com/premierleague25/photos/players/110x140/167074.png
ful,Fulham,Brighton and Hove Albion (A),DEF,row-2,2,Andersen,Joachim Andersen,174874,https://resources.premierleague.com/premierleague25/photos/players/110x140/174874.png
ful,Fulham,Brighton and Hove Albion (A),DEF,row-2,3,Bassey,Calvin Bassey,232892,https://resources.premierleague.com/premierleague25/photos/players/110x140/232892.png
ful,Fulham,Brighton and Hove Albion (A),DEF,row-2,4,Sessegnon (Ryan),Ryan Sessegnon,184349,https://resources.premierleague.com/premierleague25/photos/players/110x140/184349.png
ful,Fulham,Brighton and Hove Albion (A),MID,row-3,1,Berge,Sander Berge,207189,https://resources.premierleague.com/premierleague25/photos/players/110x140/207189.png
ful,Fulham,Brighton and Hove Albion (A),MID,row-3,2,Lukic,Sasa Lukic,212314,https://resources.premierleague.com/premierleague25/photos/players/110x140/212314.png
ful,Fulham,Brighton and Hove Albion (A),FWD,row-4,1,Wilson,Harry Wilson,153682,https://resources.premierleague.com/premierleague25/photos/players/110x140/153682.png
ful,Fulham,Brighton and Hove Albion (A),FWD,row-4,2,King,Joshua King,577725,https://resources.premierleague.com/premierleague25/photos/players/110x140/577725.png
ful,Fulham,Brighton and Hove Albion (A),FWD,row-4,3,Iwobi,Alex Iwobi,153133,https://resources.premierleague.com/premierleague25/photos/players/110x140/153133.png
ful,Fulham,Brighton and Hove Albion (A),,row-5,1,Raúl Jiménez,Raúl Jiménez,102057,https://resources.premierleague.com/premierleague25/photos/players/110x140/102057.png
lee,Leeds United,Everton (H),GK,row-1,1,Lucas Perri,Lucas Perri,201595,https://resources.premierleague.com/premierleague25/photos/players/110x140/201595.png
lee,Leeds United,Everton (H),DEF,row-2,1,Bogle,Jayden Bogle,226182,https://resources.premierleague.com/premierleague25/photos/players/110x140/226182.png
lee,Leeds United,Everton (H),DEF,row-2,2,Rodon,Joe Rodon,214225,https://resources.premierleague.com/premierleague25/photos/players/110x140/214225.png
lee,Leeds United,Everton (H),DEF,row-2,3,Struijk,Pascal Struijk,222694,https://resources.premierleague.com/premierleague25/photos/players/110x140/222694.png
lee,Leeds United,Everton (H),DEF,row-2,4,Gudmundsson,Gabriel Gudmundsson,243526,https://resources.premierleague.com/premierleague25/photos/players/110x140/243526.png
lee,Leeds United,Everton (H),MID,row-3,1,Stach,Anton Stach,466525,https://resources.premierleague.com/premierleague25/photos/players/110x140/466525.png
lee,Leeds United,Everton (H),MID,row-3,2,Ampadu,Ethan Ampadu,199598,https://resources.premierleague.com/premierleague25/photos/players/110x140/199598.png
lee,Leeds United,Everton (H),MID,row-3,3,Tanaka,Ao Tanaka,248056,https://resources.premierleague.com/premierleague25/photos/players/110x140/248056.png
lee,Leeds United,Everton (H),FWD,row-4,1,James (Daniel),Daniel James,200617,https://resources.premierleague.com/premierleague25/photos/players/110x140/200617.png
lee,Leeds United,Everton (H),FWD,row-4,2,Piroe,Joël Piroe,235826,https://resources.premierleague.com/premierleague25/photos/players/110x140/235826.png
lee,Leeds United,Everton (H),FWD,row-4,3,Gnonto,Degnand Wilfried Gnonto,492859,https://resources.premierleague.com/premierleague25/photos/players/110x140/492859.png
liv,Liverpool,Bournemouth (H),GK,row-1,1,Alisson,Alisson,116535,https://resources.premierleague.com/premierleague25/photos/players/110x140/116535.png
liv,Liverpool,Bournemouth (H),DEF,row-2,1,Frimpong,Jeremie Frimpong,216094,https://resources.premierleague.com/premierleague25/photos/players/110x140/216094.png
liv,Liverpool,Bournemouth (H),DEF,row-2,2,Konaté,Ibrahima Konaté,204716,https://resources.premierleague.com/premierleague25/photos/players/110x140/204716.png
liv,Liverpool,Bournemouth (H),DEF,row-2,3,van Dijk,Virgil van Dijk,97032,https://resources.premierleague.com/premierleague25/photos/players/110x140/97032.png
liv,Liverpool,Bournemouth (H),DEF,row-2,4,Kerkez,Milos Kerkez,544877,https://resources.premierleague.com/premierleague25/photos/players/110x140/544877.png
liv,Liverpool,Bournemouth (H),MID,row-3,1,Szoboszlai,Dominik Szoboszlai,424876,https://resources.premierleague.com/premierleague25/photos/players/110x140/424876.png
liv,Liverpool,Bournemouth (H),MID,row-3,2,Mac Allister,Alexis Mac Allister,243016,https://resources.premierleague.com/premierleague25/photos/players/110x140/243016.png
liv,Liverpool,Bournemouth (H),FWD,row-4,1,Salah,Mohamed Salah,118748,https://resources.premierleague.com/premierleague25/photos/players/110x140/118748.png
liv,Liverpool,Bournemouth (H),FWD,row-4,2,Wirtz,Florian Wirtz,494595,https://resources.premierleague.com/premierleague25/photos/players/110x140/494595.png
liv,Liverpool,Bournemouth (H),FWD,row-4,3,Gakpo,Cody Gakpo,243298,https://resources.premierleague.com/premierleague25/photos/players/110x140/243298.png
liv,Liverpool,Bournemouth (H),,row-5,1,Ekitiké,Hugo Ekitiké,510663,https://resources.premierleague.com/premierleague25/photos/players/110x140/510663.png
mci,Manchester City,Wolverhampton Wanderers (A),GK,row-1,1,Trafford,James Trafford,432720,https://resources.premierleague.com/premierleague25/photos/players/110x140/432720.png
mci,Manchester City,Wolverhampton Wanderers (A),DEF,row-2,1,Matheus Nunes,Matheus Nunes,465351,https://resources.premierleague.com/premierleague25/photos/players/110x140/465351.png
mci,Manchester City,Wolverhampton Wanderers (A),DEF,row-2,2,Akanji,Manuel Akanji,211975,https://resources.premierleague.com/premierleague25/photos/players/110x140/211975.png
mci,Manchester City,Wolverhampton Wanderers (A),DEF,row-2,3,Rúben Dias,Rúben Dias,171314,https://resources.premierleague.com/premierleague25/photos/players/110x140/171314.png
mci,Manchester City,Wolverhampton Wanderers (A),DEF,row-2,4,Ait Nouri,Rayan Ait Nouri,448514,https://resources.premierleague.com/premierleague25/photos/players/110x140/448514.png
mci,Manchester City,Wolverhampton Wanderers (A),MID,row-3,1,Reijnders,Tijjani Reijnders,433036,https://resources.premierleague.com/premierleague25/photos/players/110x140/433036.png
mci,Manchester City,Wolverhampton Wanderers (A),MID,row-3,2,Gundogan,Ilkay Gundogan,59859,https://resources.premierleague.com/premierleague25/photos/players/110x140/59859.png
mci,Manchester City,Wolverhampton Wanderers (A),MID,row-3,3,Bernardo Silva,Bernardo Silva,165809,https://resources.premierleague.com/premierleague25/photos/players/110x140/165809.png
mci,Manchester City,Wolverhampton Wanderers (A),FWD,row-4,1,Cherki,Rayan Cherki,466052,https://resources.premierleague.com/premierleague25/photos/players/110x140/466052.png
mci,Manchester City,Wolverhampton Wanderers (A),FWD,row-4,2,Omar Marmoush,Omar Marmoush,438234,https://resources.premierleague.com/premierleague25/photos/players/110x140/438234.png
mci,Manchester City,Wolverhampton Wanderers (A),,row-5,1,Haaland,Erling Haaland,223094,https://resources.premierleague.com/premierleague25/photos/players/110x140/223094.png
mun,Manchester United,Arsenal (H),GK,row-1,1,Onana,André Onana,202641,https://resources.premierleague.com/premierleague25/photos/players/110x140/202641.png
mun,Manchester United,Arsenal (H),DEF,row-2,1,Yoro,Leny Yoro,550864,https://resources.premierleague.com/premierleague25/photos/players/110x140/550864.png
mun,Manchester United,Arsenal (H),DEF,row-2,2,de Ligt,Matthijs de Ligt,209365,https://resources.premierleague.com/premierleague25/photos/players/110x140/209365.png
mun,Manchester United,Arsenal (H),DEF,row-2,3,Shaw,Luke Shaw,106760,https://resources.premierleague.com/premierleague25/photos/players/110x140/106760.png
mun,Manchester United,Arsenal (H),MID,row-3,1,Amad Diallo,Amad Diallo,493250,https://resources.premierleague.com/premierleague25/photos/players/110x140/493250.png
mun,Manchester United,Arsenal (H),MID,row-3,2,Ugarte,Manuel Ugarte,232112,https://resources.premierleague.com/premierleague25/photos/players/110x140/232112.png
mun,Manchester United,Arsenal (H),MID,row-3,3,Casemiro,Casemiro,61256,https://resources.premierleague.com/premierleague25/photos/players/110x140/61256.png
mun,Manchester United,Arsenal (H),MID,row-3,4,Dorgu,Patrick Dorgu,596777,https://resources.premierleague.com/premierleague25/photos/players/110x140/596777.png
mun,Manchester United,Arsenal (H),FWD,row-4,1,Mbeumo,Bryan Mbeumo,446008,https://resources.premierleague.com/premierleague25/photos/players/110x140/446008.png
mun,Manchester United,Arsenal (H),FWD,row-4,2,Bruno Fernandes,Bruno Fernandes,141746,https://resources.premierleague.com/premierleague25/photos/players/110x140/141746.png
mun,Manchester United,Arsenal (H),,row-5,1,Matheus Cunha,Matheus Cunha,430871,https://resources.premierleague.com/premierleague25/photos/players/110x140/430871.png
new,Newcastle United,Aston Villa (A),GK,row-1,1,Pope,Nick Pope,98747,https://resources.premierleague.com/premierleague25/photos/players/110x140/98747.png
new,Newcastle United,Aston Villa (A),DEF,row-2,1,Trippier,Kieran Trippier,77794,https://resources.premierleague.com/premierleague25/photos/players/110x140/77794.png
new,Newcastle United,Aston Villa (A),DEF,row-2,2,Schär,Fabian Schär,119471,https://resources.premierleague.com/premierleague25/photos/players/110x140/119471.png
new,Newcastle United,Aston Villa (A),DEF,row-2,3,Burn,Dan Burn,78916,https://resources.premierleague.com/premierleague25/photos/players/110x140/78916.png
new,Newcastle United,Aston Villa (A),DEF,row-2,4,Livramento,Valentino Livramento,441191,https://resources.premierleague.com/premierleague25/photos/players/110x140/441191.png
new,Newcastle United,Aston Villa (A),MID,row-3,1,Bruno Guimarães,Bruno Guimarães,208706,https://resources.premierleague.com/premierleague25/photos/players/110x140/208706.png
new,Newcastle United,Aston Villa (A),MID,row-3,2,Tonali,Sandro Tonali,432422,https://resources.premierleague.com/premierleague25/photos/players/110x140/432422.png
new,Newcastle United,Aston Villa (A),MID,row-3,3,Joelinton,Joelinton,180974,https://resources.premierleague.com/premierleague25/photos/players/110x140/180974.png
new,Newcastle United,Aston Villa (A),FWD,row-4,1,Murphy (Jacob),Jacob Murphy,114243,https://resources.premierleague.com/premierleague25/photos/players/110x140/114243.png
new,Newcastle United,Aston Villa (A),FWD,row-4,2,Gordon,Anthony Gordon,232826,https://resources.premierleague.com/premierleague25/photos/players/110x140/232826.png
new,Newcastle United,Aston Villa (A),FWD,row-4,3,Barnes,Harvey Barnes,201666,https://resources.premierleague.com/premierleague25/photos/players/110x140/201666.png
nfo,Nottingham Forest,Brentford (H),GK,row-1,1,Sels,Matz Sels,85633,https://resources.premierleague.com/premierleague25/photos/players/110x140/85633.png
nfo,Nottingham Forest,Brentford (H),DEF,row-2,1,Aina,Ola Aina,159506,https://resources.premierleague.com/premierleague25/photos/players/110x140/159506.png
nfo,Nottingham Forest,Brentford (H),DEF,row-2,2,Milenkovic,Nikola Milenkovic,227444,https://resources.premierleague.com/premierleague25/photos/players/110x140/227444.png
nfo,Nottingham Forest,Brentford (H),DEF,row-2,3,Murillo,Murillo,575476,https://resources.premierleague.com/premierleague25/photos/players/110x140/575476.png
nfo,Nottingham Forest,Brentford (H),DEF,row-2,4,Williams,Neco Williams,215136,https://resources.premierleague.com/premierleague25/photos/players/110x140/215136.png
nfo,Nottingham Forest,Brentford (H),MID,row-3,1,Sangaré,Ibrahim Sangaré,210462,https://resources.premierleague.com/premierleague25/photos/players/110x140/210462.png
nfo,Nottingham Forest,Brentford (H),MID,row-3,2,Anderson,Elliot Anderson,215379,https://resources.premierleague.com/premierleague25/photos/players/110x140/215379.png
nfo,Nottingham Forest,Brentford (H),FWD,row-4,1,Ndoye,Dan Ndoye,456512,https://resources.premierleague.com/premierleague25/photos/players/110x140/456512.png
nfo,Nottingham Forest,Brentford (H),FWD,row-4,2,Gibbs-White,Morgan Gibbs-White,222531,https://resources.premierleague.com/premierleague25/photos/players/110x140/222531.png
nfo,Nottingham Forest,Brentford (H),FWD,row-4,3,Hudson-Odoi,Callum Hudson-Odoi,209046,https://resources.premierleague.com/premierleague25/photos/players/110x140/209046.png
nfo,Nottingham Forest,Brentford (H),,row-5,1,Wood,Chris Wood,60689,https://resources.premierleague.com/premierleague25/photos/players/110x140/60689.png
sun,Sunderland,West Ham United (H),GK,row-1,1,Roefs,Robin Roefs,498016,https://resources.premierleague.com/premierleague25/photos/players/110x140/498016.png
sun,Sunderland,West Ham United (H),DEF,row-2,1,Hume,Trai Hume,487676,https://resources.premierleague.com/premierleague25/photos/players/110x140/487676.png
