id,name,first_name,last_name,team,team_name,team_short_name,team_id,position,positions,default_pos_id,pos_ids,pos_ids_no_flex,status,injury_status,rank,short_name,url_name,headshot_url,upcoming_event_status,table_rank,owner_team,owner_tooltip,owner_team_id,next_opponent_raw,next_opponent,next_opponent_is_away,next_kickoff,next_event_id,season_points,fppg_value,percent_owned,percent_started,percent_started_delta
06v6n,Quilindschy Hartman,,,BUR,Burnley,BUR,110223,D,D,703,703,703,5,,195,Q. Hartman,quilindschy-hartman,https://fantraximg.com/assets/images/logos/sportsteam/epl/Burnley_3.png,2,195,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,BHA<br/>Sat 7:00AM,BHA,False,Sat 7:00AM,06c7t,140.5,8.26,13%,+3%,1.0
06ime,Radu Dragusin,,,TOT,Tottenham Hotspur,TOT,110160,D,D,703,703,703,5,,379,R. Dragusin,radu-dragusin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,379,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,37.5,4.69,1%,-1%,-1.0
02lkp,Raheem Sterling,,,CHE,Chelsea,CHE,110040,F,F,701,701,701,5,,852,R. Sterling,raheem-sterling,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,852,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,1%,0%,
070hp,Randal Kolo Muani,,,TOT,Tottenham Hotspur,TOT,110160,F,F,701,701,701,5,,277,R. Kolo Muani,randal-kolo-muani,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,277,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,88.75,3.86,23%,-6%,-1.0
06exb,Rasmus Hojlund,,,MUN,Manchester United,MUN,110090,F,F,701,701,701,5,,672,R. Hojlund,rasmus-hojlund,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,672,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,4%,0%,
04qrc,Raul Jimenez,,,FUL,Fulham,FUL,110063,F,F,701,701,701,,,45,R. Jimenez,raul-jimenez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,45,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,257,8.57,98%,0%,
05os4,Rayan Ait-Nouri,,,MCI,Manchester City,MCI,110080,D,D,703,703,703,,,244,R. Ait-Nouri,rayan-ait-nouri,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,244,Matigol,SO - Matigol,ybvnsicfmdgnxart,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,110.25,8.48,92%,0%,
06v07,Rayan Cherki,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,,,60,R. Cherki,rayan-cherki,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,60,NT 134,SO - IKanteFitMyWillian,iqt474scmdltspiq,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,243.5,9.74,99%,0%,
072wq,Rayan Vitor Simplício Rocha,,,BOU,Bournemouth,BOU,110034,F,F,701,701,701,,,317,R. Simplício Rocha,rayan-vitor-simplicio-rocha,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,2,317,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,71.5,8.94,75%,0%,
051k7,Reece James,,,CHE,Chelsea,CHE,110040,D,D,703,703,703,,,31,R. James,reece-james,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,31,Marosi,SO - Marosi's Mighty Magyars,rrn428q7mdlgnsen,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,280.25,10.38,100%,0%,
06v09,Reece Munro,,,MUN,Manchester United,MUN,110090,D,D,703,703,703,5,,753,R. Munro,reece-munro,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_United.png,,753,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,LEE<br/>Mon 12:00PM,LEE,False,Mon 12:00PM,06c7u,0,0,0%,0%,
05rka,Reece Welch,,,EVE,Everton,EVE,110050,D,D,703,703,703,5,,877,R. Welch,reece-welch,https://fantraximg.com/assets/images/logos/sportsteam/epl/Everton.png,,877,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@BRF<br/>Sat 7:00AM,BRF,True,Sat 7:00AM,06c4g,0,0,0%,0%,
06nkh,Reggie Rose,,,BRF,Brentford,BRF,110237,G,G,704,704,704,5,,814,R. Rose,reggie-rose,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,814,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
06rrq,Reggie Walsh,,,CHE,Chelsea,CHE,110040,M,M,702,702,702,5,,874,R. Walsh,reggie-walsh,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,874,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,0%,0%,
06nlc,Reigan Heskey,,,MCI,Manchester City,MCI,110080,F,F,701,701,701,5,,667,R. Heskey,reigan-heskey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,667,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
06yb9,Reinildo Isnard Mandava,,,SUN,Sunderland,SUN,110141,D,D,703,703,703,5,,245,R. Isnard Mandava,reinildo-isnard-mandava,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,245,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,109.75,6.1,6%,0%,
04ge8,Reiss Nelson,,,BRF,Brentford,BRF,110237,F,F,701,701,701,5,,458,R. Nelson,reiss-nelson,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,458,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,5.5,0.79,9%,0%,
06zc6,Reiss-Alexander Russell-Denny,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,5,,819,R. Russell-Denny,reiss-alexander-russell-denny,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,819,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
05ubh,Remi Matthews,,,CRY,Crystal Palace,CRY,110045,G,G,704,704,704,5,,727,R. Matthews,remi-matthews,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,727,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
06r3w,Remy Rees-Dottin,,,BOU,Bournemouth,BOU,110034,F,F,701,701,701,5,,806,R. Rees-Dottin,remy-rees-dottin,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,806,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
06yxd,Rhys Chadwick,,,LEE,Leeds United,LEE,110261,M,M,702,702,702,5,,574,R. Chadwick,rhys-chadwick,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,574,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
0722r,Rhys Oakley,,,AVL,Aston Villa,AVL,110011,G,G,704,704,704,5,,766,R. Oakley,rhys-oakley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,766,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
05oji,Rhys Williams,,,LIV,Liverpool,LIV,110070,D,D,703,703,703,5,,886,R. Williams,rhys-williams,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,886,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,0,0,0%,0%,
06nu7,Riccardo Calafiori,,,ARS,Arsenal,ARS,110000,D,D,703,703,703,,,112,R. Calafiori,riccardo-calafiori,https://fantraximg.com/assets/images/logos/sportsteam/epl/Arsenal.png,2,112,Egballer,SO - Egballer,r1cr6du0mdabwxkp,BOU<br/>Sat 4:30AM,BOU,False,Sat 4:30AM,06c4f,198.5,9.02,83%,-1%,-1.0
04io4,Richarlison,,,TOT,Tottenham Hotspur,TOT,110160,F,F,701,701,701,,,97,Richarlison,richarlison-de-andrade,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,2,97,SteveTD,SO - SteveTD,wlzsxgiymdbxd6ri,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,213.25,8.2,80%,+10%,1.0
05tqz,Rico Henry,,,BRF,Brentford,BRF,110237,D,D,703,703,703,5,,270,R. Henry,rico-henry,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,270,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,90.75,3.63,3%,-3%,-1.0
062x7,Rico Lewis,,,MCI,Manchester City,MCI,110080,D,D,703,703,703,5,,388,R. Lewis,rico-lewis,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,388,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,32,3.2,6%,0%,
06zbt,Rio Cardines,,,CRY,Crystal Palace,CRY,110045,M,M,702,702,702,5,,567,R. Cardines,rio-cardines,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,567,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
06mgn,Rio Kyerematen,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,5,,705,R. Kyerematen,rio-kyerematen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,705,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,0,0,0%,0%,
06r2g,Rio Ngumoha,,,LIV,Liverpool,LIV,110070,F,F,701,701,701,5,,341,R. Ngumoha,rio-ngumoha,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,,341,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,58.25,4.48,29%,+4%,1.0
044nm,Rob Holding,,,CRY,Crystal Palace,CRY,110045,D,D,703,703,703,5,,673,R. Holding,rob-holding,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,673,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,0,0,0%,0%,
04yme,Robert Sanchez,,,CHE,Chelsea,CHE,110040,G,G,704,704,704,,,71,R. Sanchez,robert-sanchez,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,2,71,Egballer,SO - Egballer,r1cr6du0mdabwxkp,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,239.25,8.25,88%,+4%,1.0
06znb,Robin Roefs,,,SUN,Sunderland,SUN,110141,G,G,704,704,704,,,35,R. Roefs,robin-roefs,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,2,35,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,274.25,9.79,62%,-8%,-1.0
0524k,Rodri,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,,,234,Rodri,rodrigo-hernandez-cascante,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,234,NT 134,SO - IKanteFitMyWillian,iqt474scmdltspiq,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,117.5,6.53,86%,0%,
05ylw,Rodrigo Bentancur,,,TOT,Tottenham Hotspur,TOT,110160,M,M,702,702,702,5,,238,R. Bentancur,rodrigo-bentancur,https://fantraximg.com/assets/images/logos/sportsteam/epl/Tottenham_Hotspur.png,,238,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@SUN<br/>Sun 6:00AM,SUN,True,Sun 6:00AM,06c4l,116,5.8,6%,0%,
06mn8,Rodrigo Gomes,,,WOL,Wolverhampton,WOL,110191,M,M,703,702,702,5,,310,Rodrigo Gomes,rodrigo-martins-gomes,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,310,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,74.75,4.98,2%,0%,
061vn,Rodrigo Muniz,,,FUL,Fulham,FUL,110063,F,F,701,701,701,,,338,Rodrigo Muniz,rodrigo-muniz-carvalho,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,2,338,ozanbjk,SO - Ozan,7yp2wjl3mdacx26p,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,59.5,4.25,33%,+16%,1.0
06r9h,Romain Esse,,,CRY,Crystal Palace,CRY,110045,M,M,702,702,702,5,,478,R. Esse,romain-esse,https://fantraximg.com/assets/images/logos/sportsteam/epl/Crystal_Palace.png,,478,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,NEW<br/>Sun 6:00AM,NEW,False,Sun 6:00AM,06c4i,1.5,0.38,3%,0%,
06jgk,Romain Faivre,,,BOU,Bournemouth,BOU,110034,M,M,702,702,702,5,,616,R. Faivre,romain-faivre,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,,616,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,0,0,0%,0%,
05udw,Romaine Mundle,,,SUN,Sunderland,SUN,110141,F,F,701,701,701,5,,430,R. Mundle,romaine-mundle,https://fantraximg.com/assets/images/logos/sportsteam/epl/Sunderland.png,,430,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,TOT<br/>Sun 6:00AM,TOT,False,Sun 6:00AM,06c4l,16,1.14,0%,0%,
06xzb,Romelle Donovan,,,BRF,Brentford,BRF,110237,M,M,702,702,702,5,,450,R. Donovan,romelle-donovan,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,450,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,8,2,0%,0%,
05unu,Romeo Lavia,,,CHE,Chelsea,CHE,110040,M,M,702,702,702,,,442,R. Lavia,romeo-lavia,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,2,442,NT 134,SO - IKanteFitMyWillian,iqt474scmdltspiq,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,10.75,1.34,4%,+3%,1.0
072gz,Ronnie Hollingshead,,,AVL,Aston Villa,AVL,110011,G,G,704,704,704,5,,675,R. Hollingshead,ronnie-hollingshead,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,675,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06yxc,Rory Mahady,,,LEE,Leeds United,LEE,110261,G,G,704,704,704,5,,720,R. Mahady,rory-mahady,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,720,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
02lpf,Ross Barkley,,,AVL,Aston Villa,AVL,110011,M,M,702,702,702,,,318,R. Barkley,ross-barkley,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,2,318,ozanbjk,SO - Ozan,7yp2wjl3mdacx26p,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,71.25,5.09,17%,+14%,1.0
05omu,Ruben Dias,,,MCI,Manchester City,MCI,110080,D,D,703,703,703,,,81,Ruben Dias,ruben-santos-gato-alves-dias,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,2,81,aleemakh,SO - aleemakhtar,7qxrjayvmdjhed7j,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,228.25,9.13,89%,-3%,-1.0
061ve,Ryan Christie,,,BOU,Bournemouth,BOU,110034,M,M,702,702,702,5,,274,R. Christie,ryan-christie,https://fantraximg.com/assets/images/logos/sportsteam/epl/Bournemouth.png,2,274,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@ARS<br/>Sat 4:30AM,ARS,True,Sat 4:30AM,06c4f,89.75,4.27,15%,0%,
06fxe,Ryan Gravenberch,,,LIV,Liverpool,LIV,110070,M,M,702,702,702,,,52,R. Gravenberch,ryan-gravenberch,https://fantraximg.com/assets/images/logos/sportsteam/epl/Liverpool.png,2,52,abkz&jbg,SO - abeokez & Jebongo,zl30kai7mdbz3nyb,FUL<br/>Sat 9:30AM,FUL,False,Sat 9:30AM,06c4j,250.5,8.64,96%,0%,
072b6,Ryan Kavuma-McQueen,,,CHE,Chelsea,CHE,110040,F,F,701,701,701,5,,690,R. Kavuma-McQueen,ryan-kavuma-mcqueen,https://fantraximg.com/assets/images/logos/sportsteam/epl/Chelsea.png,,690,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,MCI<br/>Sun 8:30AM,MCI,False,Sun 8:30AM,06c4h,0,0,0%,0%,
0722t,Ryan McAidoo,,,MCI,Manchester City,MCI,110080,F,F,701,701,701,5,,728,R. McAidoo,ryan-mcaidoo,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,728,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
04qfm,Ryan Sessegnon,,,FUL,Fulham,FUL,110063,M,M,702,702,702,5,,175,R. Sessegnon,ryan-sessegnon,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,175,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,152.5,6.35,29%,-3%,-1.0
0643w,Ryan Trevitt,,,BRF,Brentford,BRF,110237,M,M,702,702,702,5,,863,R. Trevitt,ryan-trevitt,https://fantraximg.com/assets/images/logos/sportsteam/epl/Brentford.png,,863,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,EVE<br/>Sat 7:00AM,EVE,False,Sat 7:00AM,06c4g,0,0,0%,0%,
061y6,Ryan Yates,,,NOT,Nottingham Forest,NOT,110105,M,M,702,702,702,5,,382,R. Yates,ryan-yates,https://fantraximg.com/assets/images/logos/sportsteam/epl/Nottingham_Forest.png,,382,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,AVL<br/>Sun 6:00AM,AVL,False,Sun 6:00AM,06c4k,36.25,2.27,1%,0%,
072hx,Saheed Olagunju,,,WOL,Wolverhampton,WOL,110191,D,D,703,703,703,5,,771,S. Olagunju,saheed-olagunju,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,771,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,0,0,0%,0%,
072g3,Sam Alabi,,,NEW,Newcastle United,NEW,110101,M,M,702,702,702,5,,513,S. Alabi,sam-alabi,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,,513,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,0,0,0%,0%,
03ysd,Sam Byram,,,LEE,Leeds United,LEE,110261,D,D,703,703,703,5,,562,S. Byram,sam-byram,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,562,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
06v00,Sam Chambers,,,LEE,Leeds United,LEE,110261,M,M,702,702,702,5,,575,S. Chambers,sam-chambers,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,575,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
072ox,Sam Coffey,,,MCI,Manchester City,MCI,110080,M,M,702,702,702,5,,582,S. Coffey,sam-coffey,https://fantraximg.com/assets/images/logos/sportsteam/epl/Manchester_City.png,,582,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@CHE<br/>Sun 8:30AM,CHE,True,Sun 8:30AM,06c4h,0,0,0%,0%,
05r4r,Sam Greenwood,,,LEE,Leeds United,LEE,110261,F,F,701,701,701,5,,643,S. Greenwood,sam-greenwood,https://fantraximg.com/assets/images/logos/sportsteam/epl/Leeds_United2.png,,643,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@MUN<br/>Mon 12:00PM,MUN,True,Mon 12:00PM,06c7u,0,0,0%,0%,
02xtd,Sam Johnstone,,,WOL,Wolverhampton,WOL,110191,G,G,704,704,704,5,,327,S. Johnstone,sam-johnstone,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,327,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,67,5.58,2%,0%,
06ie2,Sam Proctor,,,AVL,Aston Villa,AVL,110011,G,G,704,704,704,5,,796,S. Proctor,sam-proctor,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,796,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
06ewp,Samuel Amissah,,,FUL,Fulham,FUL,110063,D,D,703,703,703,5,,519,S. Amissah,samuel-amissah,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,519,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,0,0,0%,0%,
070hk,Samuel Chukwueze,,,FUL,Fulham,FUL,110063,F,F,701,701,701,,,202,S. Chukwueze,samuel-chukwueze,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,202,NT 134,SO - IKanteFitMyWillian,iqt474scmdltspiq,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,133.25,7.84,51%,-7%,-1.0
06mnb,Samuel Iling-Junior,,,AVL,Aston Villa,AVL,110011,F,F,701,701,701,5,,678,S. Iling-Junior,samuel-iling-junior,https://fantraximg.com/assets/images/logos/sportsteam/epl/Aston_Villa.png,,678,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@NOT<br/>Sun 6:00AM,NOT,True,Sun 6:00AM,06c4k,0,0,0%,0%,
05gcs,Sander Berge,,,FUL,Fulham,FUL,110063,M,M,702,702,702,5,,168,S. Berge,sander-berge,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,2,168,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,156.25,5.04,17%,+1%,1.0
06cms,Sandro Tonali,,,NEW,Newcastle United,NEW,110101,M,M,702,702,702,,,156,S. Tonali,sandro-tonali,https://fantraximg.com/assets/images/logos/sportsteam/epl/Newcastle_United.png,2,156,oliver_h,SO - DraftAlchemy,9tu2v6zgmdae5hp3,@CRY<br/>Sun 6:00AM,CRY,True,Sun 6:00AM,06c4i,161.5,5.57,74%,-2%,-1.0
06fwx,Santiago Bueno,,,WOL,Wolverhampton,WOL,110191,D,D,703,703,703,5,,167,S. Bueno,santiago-bueno,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,2,167,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,156.5,7.11,7%,-1%,-1.0
06492,Sasa Kalajdzic,,,WOL,Wolverhampton,WOL,110191,F,F,701,701,701,5,,479,S. Kalajdzic,sasa-kalajdzic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Wolverhampton_Wanderers.png,,479,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@WHU<br/>Fri 12:00PM,WHU,True,Fri 12:00PM,06c4m,1.5,1.5,0%,0%,
068yt,Sasa Lukic,,,FUL,Fulham,FUL,110063,M,M,702,702,702,5,,218,S. Lukic,sasa-lukic,https://fantraximg.com/assets/images/logos/sportsteam/epl/Fulham.png,,218,W <small>(Thu)</small>,"Waiver Wire - Off Thu Apr 9, 7:00 AM PDT",,@LIV<br/>Sat 9:30AM,LIV,True,Sat 9:30AM,06c4j,126.25,6.31,7%,0%,
